,Unnamed: 0,year,building_type,sq_ft,sq_ft_classification,ghgi,max_size,min_size
2471,2471,2045,Retail Store,<20k buildings,F,,20000,0
2472,2472,2045,Self-Storage Facility,>220K Buildings,A,0.0,1000000,220000
2473,2473,2045,Self-Storage Facility,>90-220K Buildings,B,0.0,220000,90000
2474,2474,2045,Self-Storage Facility,>50-90K Buildings,C,0.0,90000,50000
2475,2475,2045,Self-Storage Facility,>30-50K Buildings,D,0.0,50000,30000
2476,2476,2045,Self-Storage Facility,>20-30K Buildings,E,0.0,50000,20000
2477,2477,2045,Self-Storage Facility,<20k buildings,F,,20000,0
2478,2478,2045,Senior Living Community,>220K Buildings,A,0.0,1000000,220000
2479,2479,2045,Senior Living Community,>90-220K Buildings,B,0.0,220000,90000
2480,2480,2045,Senior Living Community,>50-90K Buildings,C,0.0,90000,50000
2481,2481,2045,Senior Living Community,>30-50K Buildings,D,0.0,50000,30000
2482,2482,2045,Senior Living Community,>20-30K Buildings,E,0.0,50000,20000
2483,2483,2045,Senior Living Community,<20k buildings,F,,20000,0
2484,2484,2045,Services,>220K Buildings,A,0.0,1000000,220000
2485,2485,2045,Services,>90-220K Buildings,B,0.0,220000,90000
2486,2486,2045,Services,>50-90K Buildings,C,0.0,90000,50000
2487,2487,2045,Services,>30-50K Buildings,D,0.0,50000,30000
2488,2488,2045,Services,>20-30K Buildings,E,0.0,50000,20000
2489,2489,2045,Services,<20k buildings,F,,20000,0
2490,2490,2045,Supermarket/Grocery Store,>220K Buildings,A,0.0,1000000,220000
2491,2491,2045,Supermarket/Grocery Store,>90-220K Buildings,B,0.0,220000,90000
2492,2492,2045,Supermarket/Grocery Store,>50-90K Buildings,C,0.0,90000,50000
2493,2493,2045,Supermarket/Grocery Store,>30-50K Buildings,D,0.0,50000,30000
2494,2494,2045,Supermarket/Grocery Store,>20-30K Buildings,E,0.0,50000,20000
2495,2495,2045,Supermarket/Grocery Store,<20k buildings,F,,20000,0
2496,2496,2045,Worship Facility,>220K Buildings,A,0.0,1000000,220000
2497,2497,2045,Worship Facility,>90-220K Buildings,B,0.0,220000,90000
2498,2498,2045,Worship Facility,>50-90K Buildings,C,0.0,90000,50000
2499,2499,2045,Worship Facility,>30-50K Buildings,D,0.0,50000,30000
2500,2500,2045,Worship Facility,>20-30K Buildings,E,0.0,50000,20000
2501,2501,2045,Worship Facility,<20k buildings,F,,20000,0
2502,2502,2045,,>220K Buildings,A,0.0,1000000,220000
2503,2503,2045,,>90-220K Buildings,B,0.0,220000,90000
2504,2504,2045,,>50-90K Buildings,C,0.0,90000,50000
2505,2505,2045,,>30-50K Buildings,D,0.0,50000,30000
2506,2506,2045,,>20-30K Buildings,E,0.0,50000,20000
2507,2507,2045,,<20k buildings,F,,20000,0
2508,2508,2046,College/University,>220K Buildings,A,0.0,1000000,220000
2509,2509,2046,College/University,>90-220K Buildings,B,0.0,220000,90000
2510,2510,2046,College/University,>50-90K Buildings,C,0.0,90000,50000
2511,2511,2046,College/University,>30-50K Buildings,D,0.0,50000,30000
2512,2512,2046,College/University,>20-30K Buildings,E,0.0,50000,20000
2513,2513,2046,College/University,<20k buildings,F,,20000,0
2514,2514,2046,Entertainment/Public Assembly,>220K Buildings,A,0.0,1000000,220000
2515,2515,2046,Entertainment/Public Assembly,>90-220K Buildings,B,0.0,220000,90000
2516,2516,2046,Entertainment/Public Assembly,>50-90K Buildings,C,0.0,90000,50000
2517,2517,2046,Entertainment/Public Assembly,>30-50K Buildings,D,0.0,50000,30000
2518,2518,2046,Entertainment/Public Assembly,>20-30K Buildings,E,0.0,50000,20000
2519,2519,2046,Entertainment/Public Assembly,<20k buildings,F,,20000,0
2520,2520,2046,Fire/Police Station,>220K Buildings,A,0.0,1000000,220000
2521,2521,2046,Fire/Police Station,>90-220K Buildings,B,0.0,220000,90000
2522,2522,2046,Fire/Police Station,>50-90K Buildings,C,0.0,90000,50000
2523,2523,2046,Fire/Police Station,>30-50K Buildings,D,0.0,50000,30000
2524,2524,2046,Fire/Police Station,>20-30K Buildings,E,0.0,50000,20000
2525,2525,2046,Fire/Police Station,<20k buildings,F,,20000,0
2526,2526,2046,Hospital,>220K Buildings,A,0.0,1000000,220000
2527,2527,2046,Hospital,>90-220K Buildings,B,0.0,220000,90000
2528,2528,2046,Hospital,>50-90K Buildings,C,0.0,90000,50000
2529,2529,2046,Hospital,>30-50K Buildings,D,0.0,50000,30000
2530,2530,2046,Hospital,>20-30K Buildings,E,0.0,50000,20000
2531,2531,2046,Hospital,<20k buildings,F,,20000,0
2532,2532,2046,Hotel,>220K Buildings,A,0.0,1000000,220000
2533,2533,2046,Hotel,>90-220K Buildings,B,0.0,220000,90000
2534,2534,2046,Hotel,>50-90K Buildings,C,0.0,90000,50000
2535,2535,2046,Hotel,>30-50K Buildings,D,0.0,50000,30000
2536,2536,2046,Hotel,>20-30K Buildings,E,0.0,50000,20000
2537,2537,2046,Hotel,<20k buildings,F,,20000,0
2538,2538,2046,K-12 School,>220K Buildings,A,0.0,1000000,220000
2539,2539,2046,K-12 School,>90-220K Buildings,B,0.0,220000,90000
2540,2540,2046,K-12 School,>50-90K Buildings,C,0.0,90000,50000
2541,2541,2046,K-12 School,>30-50K Buildings,D,0.0,50000,30000
2542,2542,2046,K-12 School,>20-30K Buildings,E,0.0,50000,20000
2543,2543,2046,K-12 School,<20k buildings,F,,20000,0
2544,2544,2046,Laboratory,>220K Buildings,A,0.0,1000000,220000
2545,2545,2046,Laboratory,>90-220K Buildings,B,0.0,220000,90000
2546,2546,2046,Laboratory,>50-90K Buildings,C,0.0,90000,50000
2547,2547,2046,Laboratory,>30-50K Buildings,D,0.0,50000,30000
2548,2548,2046,Laboratory,>20-30K Buildings,E,0.0,50000,20000
2549,2549,2046,Laboratory,<20k buildings,F,,20000,0
2550,2550,2046,Multifamily Housing,>220K Buildings,A,0.0,1000000,220000
2551,2551,2046,Multifamily Housing,>90-220K Buildings,B,0.19534790039062502,220000,90000
2552,2552,2046,Multifamily Housing,>50-90K Buildings,C,0.19534790039062502,90000,50000
2553,2553,2046,Multifamily Housing,>30-50K Buildings,D,0.19534790039062502,50000,30000
2554,2554,2046,Multifamily Housing,>20-30K Buildings,E,0.19534790039062502,50000,20000
2555,2555,2046,Multifamily Housing,<20k buildings,F,,20000,0
2556,2556,2046,Non-Refrigerated Warehouse,>220K Buildings,A,0.0,1000000,220000
2557,2557,2046,Non-Refrigerated Warehouse,>90-220K Buildings,B,0.0,220000,90000
2558,2558,2046,Non-Refrigerated Warehouse,>50-90K Buildings,C,0.0,90000,50000
2559,2559,2046,Non-Refrigerated Warehouse,>30-50K Buildings,D,0.0,50000,30000
2560,2560,2046,Non-Refrigerated Warehouse,>20-30K Buildings,E,0.0,50000,20000
2561,2561,2046,Non-Refrigerated Warehouse,<20k buildings,F,,20000,0
2562,2562,2046,Office,>220K Buildings,A,0.0,1000000,220000
2563,2563,2046,Office,>90-220K Buildings,B,0.0,220000,90000
2564,2564,2046,Office,>50-90K Buildings,C,0.0,90000,50000
2565,2565,2046,Office,>30-50K Buildings,D,0.0,50000,30000
2566,2566,2046,Office,>20-30K Buildings,E,0.0,50000,20000
2567,2567,2046,Office,<20k buildings,F,,20000,0
2568,2568,2046,Other,>220K Buildings,A,0.0,1000000,220000
2569,2569,2046,Other,>90-220K Buildings,B,0.0,220000,90000
2570,2570,2046,Other,>50-90K Buildings,C,0.0,90000,50000
2571,2571,2046,Other,>30-50K Buildings,D,0.0,50000,30000
2572,2572,2046,Other,>20-30K Buildings,E,0.0,50000,20000
2573,2573,2046,Other,<20k buildings,F,,20000,0
2574,2574,2046,Recreation,>220K Buildings,A,0.0,1000000,220000
2575,2575,2046,Recreation,>90-220K Buildings,B,0.0,220000,90000
2576,2576,2046,Recreation,>50-90K Buildings,C,0.0,90000,50000
2577,2577,2046,Recreation,>30-50K Buildings,D,0.0,50000,30000
2578,2578,2046,Recreation,>20-30K Buildings,E,0.0,50000,20000
2579,2579,2046,Recreation,<20k buildings,F,,20000,0
2580,2580,2046,Refrigerated Warehouse,>220K Buildings,A,0.0,1000000,220000
2581,2581,2046,Refrigerated Warehouse,>90-220K Buildings,B,0.0,220000,90000
2582,2582,2046,Refrigerated Warehouse,>50-90K Buildings,C,0.0,90000,50000
2583,2583,2046,Refrigerated Warehouse,>30-50K Buildings,D,0.0,50000,30000
2584,2584,2046,Refrigerated Warehouse,>20-30K Buildings,E,0.0,50000,20000
2585,2585,2046,Refrigerated Warehouse,<20k buildings,F,,20000,0
2586,2586,2046,Residence Hall/Dormitory,>220K Buildings,A,0.0,1000000,220000
2587,2587,2046,Residence Hall/Dormitory,>90-220K Buildings,B,0.0,220000,90000
2588,2588,2046,Residence Hall/Dormitory,>50-90K Buildings,C,0.0,90000,50000
2589,2589,2046,Residence Hall/Dormitory,>30-50K Buildings,D,0.0,50000,30000
2590,2590,2046,Residence Hall/Dormitory,>20-30K Buildings,E,0.0,50000,20000
2591,2591,2046,Residence Hall/Dormitory,<20k buildings,F,,20000,0
2592,2592,2046,Restaurant,>220K Buildings,A,0.0,1000000,220000
2593,2593,2046,Restaurant,>90-220K Buildings,B,0.0,220000,90000
2594,2594,2046,Restaurant,>50-90K Buildings,C,0.0,90000,50000
2595,2595,2046,Restaurant,>30-50K Buildings,D,0.0,50000,30000
2596,2596,2046,Restaurant,>20-30K Buildings,E,0.0,50000,20000
2597,2597,2046,Restaurant,<20k buildings,F,,20000,0
2598,2598,2046,Retail Store,>220K Buildings,A,0.0,1000000,220000
2599,2599,2046,Retail Store,>90-220K Buildings,B,0.0,220000,90000
2600,2600,2046,Retail Store,>50-90K Buildings,C,0.0,90000,50000
2601,2601,2046,Retail Store,>30-50K Buildings,D,0.0,50000,30000
2602,2602,2046,Retail Store,>20-30K Buildings,E,0.0,50000,20000
2603,2603,2046,Retail Store,<20k buildings,F,,20000,0
2604,2604,2046,Self-Storage Facility,>220K Buildings,A,0.0,1000000,220000
2605,2605,2046,Self-Storage Facility,>90-220K Buildings,B,0.0,220000,90000
2606,2606,2046,Self-Storage Facility,>50-90K Buildings,C,0.0,90000,50000
2607,2607,2046,Self-Storage Facility,>30-50K Buildings,D,0.0,50000,30000
2608,2608,2046,Self-Storage Facility,>20-30K Buildings,E,0.0,50000,20000
2609,2609,2046,Self-Storage Facility,<20k buildings,F,,20000,0
2610,2610,2046,Senior Living Community,>220K Buildings,A,0.0,1000000,220000
2611,2611,2046,Senior Living Community,>90-220K Buildings,B,0.0,220000,90000
2612,2612,2046,Senior Living Community,>50-90K Buildings,C,0.0,90000,50000
2613,2613,2046,Senior Living Community,>30-50K Buildings,D,0.0,50000,30000
2614,2614,2046,Senior Living Community,>20-30K Buildings,E,0.0,50000,20000
2615,2615,2046,Senior Living Community,<20k buildings,F,,20000,0
2616,2616,2046,Services,>220K Buildings,A,0.0,1000000,220000
2617,2617,2046,Services,>90-220K Buildings,B,0.0,220000,90000
2618,2618,2046,Services,>50-90K Buildings,C,0.0,90000,50000
2619,2619,2046,Services,>30-50K Buildings,D,0.0,50000,30000
2620,2620,2046,Services,>20-30K Buildings,E,0.0,50000,20000
2621,2621,2046,Services,<20k buildings,F,,20000,0
2622,2622,2046,Supermarket/Grocery Store,>220K Buildings,A,0.0,1000000,220000
2623,2623,2046,Supermarket/Grocery Store,>90-220K Buildings,B,0.0,220000,90000
2624,2624,2046,Supermarket/Grocery Store,>50-90K Buildings,C,0.0,90000,50000
2625,2625,2046,Supermarket/Grocery Store,>30-50K Buildings,D,0.0,50000,30000
2626,2626,2046,Supermarket/Grocery Store,>20-30K Buildings,E,0.0,50000,20000
2627,2627,2046,Supermarket/Grocery Store,<20k buildings,F,,20000,0
2628,2628,2046,Worship Facility,>220K Buildings,A,0.0,1000000,220000
2629,2629,2046,Worship Facility,>90-220K Buildings,B,0.0,220000,90000
2630,2630,2046,Worship Facility,>50-90K Buildings,C,0.0,90000,50000
2631,2631,2046,Worship Facility,>30-50K Buildings,D,0.0,50000,30000
2632,2632,2046,Worship Facility,>20-30K Buildings,E,0.0,50000,20000
2633,2633,2046,Worship Facility,<20k buildings,F,,20000,0
2634,2634,2046,,>220K Buildings,A,0.0,1000000,220000
2635,2635,2046,,>90-220K Buildings,B,0.0,220000,90000
2636,2636,2046,,>50-90K Buildings,C,0.0,90000,50000
2637,2637,2046,,>30-50K Buildings,D,0.0,50000,30000
2638,2638,2046,,>20-30K Buildings,E,0.0,50000,20000
2639,2639,2046,,<20k buildings,F,,20000,0
2640,2640,2047,College/University,>220K Buildings,A,0.0,1000000,220000
2641,2641,2047,College/University,>90-220K Buildings,B,0.0,220000,90000
2642,2642,2047,College/University,>50-90K Buildings,C,0.0,90000,50000
2643,2643,2047,College/University,>30-50K Buildings,D,0.0,50000,30000
2644,2644,2047,College/University,>20-30K Buildings,E,0.0,50000,20000
2645,2645,2047,College/University,<20k buildings,F,,20000,0
2646,2646,2047,Entertainment/Public Assembly,>220K Buildings,A,0.0,1000000,220000
2647,2647,2047,Entertainment/Public Assembly,>90-220K Buildings,B,0.0,220000,90000
2648,2648,2047,Entertainment/Public Assembly,>50-90K Buildings,C,0.0,90000,50000
2649,2649,2047,Entertainment/Public Assembly,>30-50K Buildings,D,0.0,50000,30000
2650,2650,2047,Entertainment/Public Assembly,>20-30K Buildings,E,0.0,50000,20000
2651,2651,2047,Entertainment/Public Assembly,<20k buildings,F,,20000,0
2652,2652,2047,Fire/Police Station,>220K Buildings,A,0.0,1000000,220000
2653,2653,2047,Fire/Police Station,>90-220K Buildings,B,0.0,220000,90000
2654,2654,2047,Fire/Police Station,>50-90K Buildings,C,0.0,90000,50000
2655,2655,2047,Fire/Police Station,>30-50K Buildings,D,0.0,50000,30000
2656,2656,2047,Fire/Police Station,>20-30K Buildings,E,0.0,50000,20000
2657,2657,2047,Fire/Police Station,<20k buildings,F,,20000,0
2658,2658,2047,Hospital,>220K Buildings,A,0.0,1000000,220000
2659,2659,2047,Hospital,>90-220K Buildings,B,0.0,220000,90000
2660,2660,2047,Hospital,>50-90K Buildings,C,0.0,90000,50000
2661,2661,2047,Hospital,>30-50K Buildings,D,0.0,50000,30000
2662,2662,2047,Hospital,>20-30K Buildings,E,0.0,50000,20000
2663,2663,2047,Hospital,<20k buildings,F,,20000,0
2664,2664,2047,Hotel,>220K Buildings,A,0.0,1000000,220000
2665,2665,2047,Hotel,>90-220K Buildings,B,0.0,220000,90000
2666,2666,2047,Hotel,>50-90K Buildings,C,0.0,90000,50000
2667,2667,2047,Hotel,>30-50K Buildings,D,0.0,50000,30000
2668,2668,2047,Hotel,>20-30K Buildings,E,0.0,50000,20000
2669,2669,2047,Hotel,<20k buildings,F,,20000,0
2670,2670,2047,K-12 School,>220K Buildings,A,0.0,1000000,220000
2671,2671,2047,K-12 School,>90-220K Buildings,B,0.0,220000,90000
2672,2672,2047,K-12 School,>50-90K Buildings,C,0.0,90000,50000
2673,2673,2047,K-12 School,>30-50K Buildings,D,0.0,50000,30000
2674,2674,2047,K-12 School,>20-30K Buildings,E,0.0,50000,20000
2675,2675,2047,K-12 School,<20k buildings,F,,20000,0
2676,2676,2047,Laboratory,>220K Buildings,A,0.0,1000000,220000
2677,2677,2047,Laboratory,>90-220K Buildings,B,0.0,220000,90000
2678,2678,2047,Laboratory,>50-90K Buildings,C,0.0,90000,50000
2679,2679,2047,Laboratory,>30-50K Buildings,D,0.0,50000,30000
2680,2680,2047,Laboratory,>20-30K Buildings,E,0.0,50000,20000
2681,2681,2047,Laboratory,<20k buildings,F,,20000,0
2682,2682,2047,Multifamily Housing,>220K Buildings,A,0.0,1000000,220000
2683,2683,2047,Multifamily Housing,>90-220K Buildings,B,0.0,220000,90000
2684,2684,2047,Multifamily Housing,>50-90K Buildings,C,0.19534790039062502,90000,50000
2685,2685,2047,Multifamily Housing,>30-50K Buildings,D,0.19534790039062502,50000,30000
2686,2686,2047,Multifamily Housing,>20-30K Buildings,E,0.19534790039062502,50000,20000
2687,2687,2047,Multifamily Housing,<20k buildings,F,,20000,0
2688,2688,2047,Non-Refrigerated Warehouse,>220K Buildings,A,0.0,1000000,220000
2689,2689,2047,Non-Refrigerated Warehouse,>90-220K Buildings,B,0.0,220000,90000
2690,2690,2047,Non-Refrigerated Warehouse,>50-90K Buildings,C,0.0,90000,50000
2691,2691,2047,Non-Refrigerated Warehouse,>30-50K Buildings,D,0.0,50000,30000
2692,2692,2047,Non-Refrigerated Warehouse,>20-30K Buildings,E,0.0,50000,20000
2693,2693,2047,Non-Refrigerated Warehouse,<20k buildings,F,,20000,0
2694,2694,2047,Office,>220K Buildings,A,0.0,1000000,220000
2695,2695,2047,Office,>90-220K Buildings,B,0.0,220000,90000
2696,2696,2047,Office,>50-90K Buildings,C,0.0,90000,50000
2697,2697,2047,Office,>30-50K Buildings,D,0.0,50000,30000
2698,2698,2047,Office,>20-30K Buildings,E,0.0,50000,20000
2699,2699,2047,Office,<20k buildings,F,,20000,0
2700,2700,2047,Other,>220K Buildings,A,0.0,1000000,220000
2701,2701,2047,Other,>90-220K Buildings,B,0.0,220000,90000
2702,2702,2047,Other,>50-90K Buildings,C,0.0,90000,50000
2703,2703,2047,Other,>30-50K Buildings,D,0.0,50000,30000
2704,2704,2047,Other,>20-30K Buildings,E,0.0,50000,20000
2705,2705,2047,Other,<20k buildings,F,,20000,0
2706,2706,2047,Recreation,>220K Buildings,A,0.0,1000000,220000
2707,2707,2047,Recreation,>90-220K Buildings,B,0.0,220000,90000
2708,2708,2047,Recreation,>50-90K Buildings,C,0.0,90000,50000
2709,2709,2047,Recreation,>30-50K Buildings,D,0.0,50000,30000
2710,2710,2047,Recreation,>20-30K Buildings,E,0.0,50000,20000
2711,2711,2047,Recreation,<20k buildings,F,,20000,0
2712,2712,2047,Refrigerated Warehouse,>220K Buildings,A,0.0,1000000,220000
2713,2713,2047,Refrigerated Warehouse,>90-220K Buildings,B,0.0,220000,90000
2714,2714,2047,Refrigerated Warehouse,>50-90K Buildings,C,0.0,90000,50000
2715,2715,2047,Refrigerated Warehouse,>30-50K Buildings,D,0.0,50000,30000
2716,2716,2047,Refrigerated Warehouse,>20-30K Buildings,E,0.0,50000,20000
2717,2717,2047,Refrigerated Warehouse,<20k buildings,F,,20000,0
2718,2718,2047,Residence Hall/Dormitory,>220K Buildings,A,0.0,1000000,220000
2719,2719,2047,Residence Hall/Dormitory,>90-220K Buildings,B,0.0,220000,90000
2720,2720,2047,Residence Hall/Dormitory,>50-90K Buildings,C,0.0,90000,50000
2721,2721,2047,Residence Hall/Dormitory,>30-50K Buildings,D,0.0,50000,30000
2722,2722,2047,Residence Hall/Dormitory,>20-30K Buildings,E,0.0,50000,20000
2723,2723,2047,Residence Hall/Dormitory,<20k buildings,F,,20000,0
2724,2724,2047,Restaurant,>220K Buildings,A,0.0,1000000,220000
2725,2725,2047,Restaurant,>90-220K Buildings,B,0.0,220000,90000
2726,2726,2047,Restaurant,>50-90K Buildings,C,0.0,90000,50000
2727,2727,2047,Restaurant,>30-50K Buildings,D,0.0,50000,30000
2728,2728,2047,Restaurant,>20-30K Buildings,E,0.0,50000,20000
2729,2729,2047,Restaurant,<20k buildings,F,,20000,0
2730,2730,2047,Retail Store,>220K Buildings,A,0.0,1000000,220000
2731,2731,2047,Retail Store,>90-220K Buildings,B,0.0,220000,90000
2732,2732,2047,Retail Store,>50-90K Buildings,C,0.0,90000,50000
2733,2733,2047,Retail Store,>30-50K Buildings,D,0.0,50000,30000
2734,2734,2047,Retail Store,>20-30K Buildings,E,0.0,50000,20000
2735,2735,2047,Retail Store,<20k buildings,F,,20000,0
2736,2736,2047,Self-Storage Facility,>220K Buildings,A,0.0,1000000,220000
2737,2737,2047,Self-Storage Facility,>90-220K Buildings,B,0.0,220000,90000
2738,2738,2047,Self-Storage Facility,>50-90K Buildings,C,0.0,90000,50000
2739,2739,2047,Self-Storage Facility,>30-50K Buildings,D,0.0,50000,30000
2740,2740,2047,Self-Storage Facility,>20-30K Buildings,E,0.0,50000,20000
2741,2741,2047,Self-Storage Facility,<20k buildings,F,,20000,0
2742,2742,2047,Senior Living Community,>220K Buildings,A,0.0,1000000,220000
2743,2743,2047,Senior Living Community,>90-220K Buildings,B,0.0,220000,90000
2744,2744,2047,Senior Living Community,>50-90K Buildings,C,0.0,90000,50000
2745,2745,2047,Senior Living Community,>30-50K Buildings,D,0.0,50000,30000
2746,2746,2047,Senior Living Community,>20-30K Buildings,E,0.0,50000,20000
2747,2747,2047,Senior Living Community,<20k buildings,F,,20000,0
2748,2748,2047,Services,>220K Buildings,A,0.0,1000000,220000
2749,2749,2047,Services,>90-220K Buildings,B,0.0,220000,90000
2750,2750,2047,Services,>50-90K Buildings,C,0.0,90000,50000
2751,2751,2047,Services,>30-50K Buildings,D,0.0,50000,30000
2752,2752,2047,Services,>20-30K Buildings,E,0.0,50000,20000
2753,2753,2047,Services,<20k buildings,F,,20000,0
2754,2754,2047,Supermarket/Grocery Store,>220K Buildings,A,0.0,1000000,220000
2755,2755,2047,Supermarket/Grocery Store,>90-220K Buildings,B,0.0,220000,90000
2756,2756,2047,Supermarket/Grocery Store,>50-90K Buildings,C,0.0,90000,50000
2757,2757,2047,Supermarket/Grocery Store,>30-50K Buildings,D,0.0,50000,30000
2758,2758,2047,Supermarket/Grocery Store,>20-30K Buildings,E,0.0,50000,20000
2759,2759,2047,Supermarket/Grocery Store,<20k buildings,F,,20000,0
2760,2760,2047,Worship Facility,>220K Buildings,A,0.0,1000000,220000
2761,2761,2047,Worship Facility,>90-220K Buildings,B,0.0,220000,90000
2762,2762,2047,Worship Facility,>50-90K Buildings,C,0.0,90000,50000
2763,2763,2047,Worship Facility,>30-50K Buildings,D,0.0,50000,30000
2764,2764,2047,Worship Facility,>20-30K Buildings,E,0.0,50000,20000
2765,2765,2047,Worship Facility,<20k buildings,F,,20000,0
2766,2766,2047,,>220K Buildings,A,0.0,1000000,220000
2767,2767,2047,,>90-220K Buildings,B,0.0,220000,90000
2768,2768,2047,,>50-90K Buildings,C,0.0,90000,50000
2769,2769,2047,,>30-50K Buildings,D,0.0,50000,30000
2770,2770,2047,,>20-30K Buildings,E,0.0,50000,20000
2771,2771,2047,,<20k buildings,F,,20000,0
2772,2772,2048,College/University,>220K Buildings,A,0.0,1000000,220000
2773,2773,2048,College/University,>90-220K Buildings,B,0.0,220000,90000
2774,2774,2048,College/University,>50-90K Buildings,C,0.0,90000,50000
2775,2775,2048,College/University,>30-50K Buildings,D,0.0,50000,30000
2776,2776,2048,College/University,>20-30K Buildings,E,0.0,50000,20000
2777,2777,2048,College/University,<20k buildings,F,,20000,0
2778,2778,2048,Entertainment/Public Assembly,>220K Buildings,A,0.0,1000000,220000
2779,2779,2048,Entertainment/Public Assembly,>90-220K Buildings,B,0.0,220000,90000
2780,2780,2048,Entertainment/Public Assembly,>50-90K Buildings,C,0.0,90000,50000
2781,2781,2048,Entertainment/Public Assembly,>30-50K Buildings,D,0.0,50000,30000
2782,2782,2048,Entertainment/Public Assembly,>20-30K Buildings,E,0.0,50000,20000
2783,2783,2048,Entertainment/Public Assembly,<20k buildings,F,,20000,0
2784,2784,2048,Fire/Police Station,>220K Buildings,A,0.0,1000000,220000
2785,2785,2048,Fire/Police Station,>90-220K Buildings,B,0.0,220000,90000
2786,2786,2048,Fire/Police Station,>50-90K Buildings,C,0.0,90000,50000
2787,2787,2048,Fire/Police Station,>30-50K Buildings,D,0.0,50000,30000
2788,2788,2048,Fire/Police Station,>20-30K Buildings,E,0.0,50000,20000
2789,2789,2048,Fire/Police Station,<20k buildings,F,,20000,0
2790,2790,2048,Hospital,>220K Buildings,A,0.0,1000000,220000
2791,2791,2048,Hospital,>90-220K Buildings,B,0.0,220000,90000
2792,2792,2048,Hospital,>50-90K Buildings,C,0.0,90000,50000
2793,2793,2048,Hospital,>30-50K Buildings,D,0.0,50000,30000
2794,2794,2048,Hospital,>20-30K Buildings,E,0.0,50000,20000
2795,2795,2048,Hospital,<20k buildings,F,,20000,0
2796,2796,2048,Hotel,>220K Buildings,A,0.0,1000000,220000
2797,2797,2048,Hotel,>90-220K Buildings,B,0.0,220000,90000
2798,2798,2048,Hotel,>50-90K Buildings,C,0.0,90000,50000
2799,2799,2048,Hotel,>30-50K Buildings,D,0.0,50000,30000
2800,2800,2048,Hotel,>20-30K Buildings,E,0.0,50000,20000
2801,2801,2048,Hotel,<20k buildings,F,,20000,0
2802,2802,2048,K-12 School,>220K Buildings,A,0.0,1000000,220000
2803,2803,2048,K-12 School,>90-220K Buildings,B,0.0,220000,90000
2804,2804,2048,K-12 School,>50-90K Buildings,C,0.0,90000,50000
2805,2805,2048,K-12 School,>30-50K Buildings,D,0.0,50000,30000
2806,2806,2048,K-12 School,>20-30K Buildings,E,0.0,50000,20000
2807,2807,2048,K-12 School,<20k buildings,F,,20000,0
2808,2808,2048,Laboratory,>220K Buildings,A,0.0,1000000,220000
2809,2809,2048,Laboratory,>90-220K Buildings,B,0.0,220000,90000
2810,2810,2048,Laboratory,>50-90K Buildings,C,0.0,90000,50000
2811,2811,2048,Laboratory,>30-50K Buildings,D,0.0,50000,30000
2812,2812,2048,Laboratory,>20-30K Buildings,E,0.0,50000,20000
2813,2813,2048,Laboratory,<20k buildings,F,,20000,0
2814,2814,2048,Multifamily Housing,>220K Buildings,A,0.0,1000000,220000
2815,2815,2048,Multifamily Housing,>90-220K Buildings,B,0.0,220000,90000
2816,2816,2048,Multifamily Housing,>50-90K Buildings,C,0.0,90000,50000
2817,2817,2048,Multifamily Housing,>30-50K Buildings,D,0.19534790039062502,50000,30000
2818,2818,2048,Multifamily Housing,>20-30K Buildings,E,0.19534790039062502,50000,20000
2819,2819,2048,Multifamily Housing,<20k buildings,F,,20000,0
2820,2820,2048,Non-Refrigerated Warehouse,>220K Buildings,A,0.0,1000000,220000
2821,2821,2048,Non-Refrigerated Warehouse,>90-220K Buildings,B,0.0,220000,90000
2822,2822,2048,Non-Refrigerated Warehouse,>50-90K Buildings,C,0.0,90000,50000
2823,2823,2048,Non-Refrigerated Warehouse,>30-50K Buildings,D,0.0,50000,30000
2824,2824,2048,Non-Refrigerated Warehouse,>20-30K Buildings,E,0.0,50000,20000
2825,2825,2048,Non-Refrigerated Warehouse,<20k buildings,F,,20000,0
2826,2826,2048,Office,>220K Buildings,A,0.0,1000000,220000
2827,2827,2048,Office,>90-220K Buildings,B,0.0,220000,90000
2828,2828,2048,Office,>50-90K Buildings,C,0.0,90000,50000
2829,2829,2048,Office,>30-50K Buildings,D,0.0,50000,30000
2830,2830,2048,Office,>20-30K Buildings,E,0.0,50000,20000
2831,2831,2048,Office,<20k buildings,F,,20000,0
2832,2832,2048,Other,>220K Buildings,A,0.0,1000000,220000
2833,2833,2048,Other,>90-220K Buildings,B,0.0,220000,90000
2834,2834,2048,Other,>50-90K Buildings,C,0.0,90000,50000
2835,2835,2048,Other,>30-50K Buildings,D,0.0,50000,30000
2836,2836,2048,Other,>20-30K Buildings,E,0.0,50000,20000
2837,2837,2048,Other,<20k buildings,F,,20000,0
2838,2838,2048,Recreation,>220K Buildings,A,0.0,1000000,220000
2839,2839,2048,Recreation,>90-220K Buildings,B,0.0,220000,90000
2840,2840,2048,Recreation,>50-90K Buildings,C,0.0,90000,50000
2841,2841,2048,Recreation,>30-50K Buildings,D,0.0,50000,30000
2842,2842,2048,Recreation,>20-30K Buildings,E,0.0,50000,20000
2843,2843,2048,Recreation,<20k buildings,F,,20000,0
2844,2844,2048,Refrigerated Warehouse,>220K Buildings,A,0.0,1000000,220000
2845,2845,2048,Refrigerated Warehouse,>90-220K Buildings,B,0.0,220000,90000
2846,2846,2048,Refrigerated Warehouse,>50-90K Buildings,C,0.0,90000,50000
